cycle,capacity_Ah_sim,soh_sim
1,5.09536752261593,1.0
2,5.092854763916964,0.999506854277378
3,5.091257260597289,0.9991933335524088
4,5.089905113632985,0.998927965655333
5,5.088719468300974,0.9986952748186568
6,5.0876462266274975,0.9984846439527353
7,5.086636204587876,0.9982864203633399
8,5.085694653896793,0.998101634734648
9,5.084802998876054,0.9979266414654124
10,5.083949011607573,0.9977590407448187
11,5.0831410592824,0.997600474690145
12,5.082352618789762,0.9974457379632773
13,5.081618791480411,0.9973017194393742
14,5.0808824920886195,0.9971572157527366
15,5.080180261602855,0.9970193983170664
16,5.07948314031131,0.996882583594978
17,5.078827234543365,0.9967538576954164
18,5.078182509163187,0.9966273260218294
19,5.077543849122895,0.9965019847118145
20,5.0769255407089515,0.9963806375447654
21,5.076331701990276,0.9962640927192862
22,5.075732491082733,0.9961464935657642
23,5.07515283817706,0.9960327328010893
24,5.07458826767785,0.9959219320596895
25,5.07402868635305,0.9958121104771802
26,5.073477033646356,0.9957038449390723
27,5.072935382187433,0.9955975422128176
28,5.0724103290913,0.9954944970264198
29,5.071889391180105,0.9953922594726256
30,5.071378783834637,0.9952920493615391
31,5.0708665400255315,0.9951915180835044
32,5.070375237847922,0.9950950967408968
33,5.069882068589897,0.9949983089712539
34,5.069399757594206,0.9949036522083118
35,5.068923439681325,0.9948101716280069
36,5.068458486377965,0.9947189214284292
37,5.067978164346662,0.9946246550130683
38,5.067521754001627,0.9945350814262742
39,5.067060120253211,0.9944444827115854
40,5.066618723179963,0.9943578555799235
41,5.066173634953978,0.9942705040348172
42,5.065734476410798,0.9941843162296724
43,5.0652971758053615,0.9940984930572525
44,5.064869238396116,0.9940145074747904
45,5.064443505764857,0.9939309545947735
46,5.064020450487055,0.9938479271633028
47,5.063605187252012,0.9937664289724069
48,5.06319612859725,0.9936861484719431
49,5.062780545010734,0.9936045874099254
50,5.062385889846446,0.9935271336909274
51,5.061971197267333,0.9934457474950794
52,5.0615777657368515,0.9933685339224106
53,5.061183123704807,0.9932910827807034
54,5.06079386361442,0.9932146878810894
55,5.060404618311942,0.9931382958837015
56,5.060017546458096,0.9930623304401631
57,5.059637843921932,0.9929878112745724
58,5.059261511905524,0.992913953596056
59,5.058884128374307,0.9928398895507163
60,5.058512510483541,0.9927669570509279
61,5.058141990056445,0.9926942399357341
62,5.057775155313938,0.9926222461608242
63,5.057415390115296,0.9925516398312424
64,5.0570498676516555,0.9924799035998483
65,5.056690114080303,0.9924092995521999
66,5.05633357773428,0.9923393269065683
67,5.055979977714165,0.9922699305345608
68,5.05563122617894,0.992201485710183
69,5.055279178723305,0.9921323940393522
70,5.054932633557055,0.9920643822296619
71,5.054588211616274,0.9919967871171891
72,5.054246973017365,0.9919298167568777
73,5.05390268212069,0.9918622473626884
74,5.053564269168427,0.9917958315544545
75,5.053231739000258,0.9917305702819962
76,5.052898207739774,0.9916651125384667
77,5.0525594442997726,0.9915986279446669
78,5.052228542219841,0.9915336861954285
79,5.051908807383345,0.9914709360925014
80,5.0515812875890616,0.9914066581394725
81,5.051262390567408,0.9913440724633189
82,5.050932744538837,0.9912793772225718
83,5.050614427300144,0.9912169053327071
84,5.050297075149013,0.9911546228477396
85,5.04998387146128,0.9910931545264963
86,5.049664128247095,0.9910304027793915
87,5.04934891100174,0.9909685392839801
88,5.049032839209721,0.9909065080780629
89,5.048727429305632,0.9908465693390548
90,5.04842425851033,0.9907870700401413
91,5.048114736200929,0.9907263242140497
92,5.047798719485265,0.9906643038172361
93,5.0475024278775225,0.9906061546049512
94,5.047199643020482,0.9905467310490061
95,5.046895218569046,0.9904869857116806
96,5.04659222459533,0.9904275211151877
97,5.046294771240639,0.9903691439022838
98,5.0459977689288396,0.9903108552095681
99,5.04570818019498,0.9902540214811718
100,5.04541539876695,0.9901965611651632
101,5.04512715617248,0.9901399916256372
102,5.044835217343941,0.9900826966754215
103,5.044544852316058,0.9900257105941241
104,5.0442560159745256,0.9899690245277609
105,5.043964560774644,0.9899118244929082
106,5.043681488216566,0.9898562696076478
107,5.043386005046685,0.9897982790567073
108,5.043111307709514,0.9897443678646389
109,5.042822852919549,0.9896877566803259
110,5.042554899915124,0.9896351691087256
111,5.042265054514527,0.9895782850077632
112,5.041988071292783,0.9895239251955388
113,5.04170120609479,0.9894676259792958
114,5.041443808868913,0.9894171100499278
115,5.0411563245113475,0.9893606893194722
116,5.040882398134345,0.9893069294335
117,5.040608388433968,0.9892531531947575
118,5.040330131198469,0.9891985433488015
119,5.040064689174164,0.9891464485738659
120,5.039794963748112,0.9890935131526515
121,5.039528099979034,0.9890411393507826
122,5.039256549832175,0.9889878458158898
123,5.038994073773628,0.9889363331315971
124,5.038725078091122,0.9888835409274408
125,5.038461105449633,0.9888317345287232
126,5.038183907670159,0.9887773326081073
127,5.037929522138223,0.9887274077438446
128,5.0376614042383805,0.9886747878104143
129,5.037406910225014,0.9886248416559442
130,5.037146253336268,0.9885736859959081
131,5.036877061821959,0.9885208553584488
132,5.0366276649226345,0.9884719095467448
133,5.036367226459834,0.9884207967542634
134,5.036113451789389,0.988370991775659
135,5.035857086871705,0.9883206784436872
136,5.035602280440375,0.9882706709750995
137,5.035349637340996,0.988221088074895
138,5.035102689018173,0.9881726228127277
139,5.034841840094803,0.9881214294646103
140,5.034590028288391,0.9880720097112179
141,5.034337037223163,0.9880223585203852
142,5.034089435926898,0.9879737651078068
143,5.033841209701304,0.9879250490486625
144,5.033595315812064,0.9878767907261472
145,5.033334312054225,0.9878255669907287
146,5.033098268192953,0.9877792418021678
147,5.032853581219263,0.987731220344912
148,5.032604111259741,0.987682260194655
149,5.032372965903431,0.9876368963704981
150,5.032116762413231,0.9875866147197511
151,5.031869055291651,0.9875380005382459
152,5.031631973771904,0.9874914717022603
153,5.031390502776413,0.9874440814022635
154,5.031155102738837,0.9873978825684145
155,5.030921931114126,0.9873521210755141
156,5.03066400447941,0.987301501246116
157,5.030433594497971,0.9872562817442024
158,5.030166649154732,0.9872038919328583
159,5.029954125463066,0.9871621827350971
160,5.029714754878431,0.9871152046547973
161,5.029477491262051,0.9870686400811277
162,5.02924597498738,0.9870232034617588
163,5.029011073549057,0.9869771024813524
164,5.028778035449329,0.9869313671936241
165,5.0285438762018915,0.9868854118731496
166,5.0283078821888125,0.9868390964676305
167,5.028081401070093,0.9867946480313372
168,5.027841807809575,0.986747626249404
169,5.027618108296165,0.9867037237217813
170,5.027389073928507,0.9866587741932847
171,5.027157710478111,0.9866133675667029
172,5.026927833500936,0.9865682526704459
173,5.0267005475632205,0.9865236462830348
174,5.026484028550262,0.9864811529767133
175,5.026244854379535,0.9864342134439583
176,5.026018432172912,0.9863897765695586
177,5.025794167654906,0.986345763156
178,5.0255758768260455,0.986302922118942
179,5.025343564605122,0.9862573292897904
180,5.025118161832219,0.9862130924860852
181,5.024894040047189,0.9861691070848292
182,5.024670431771406,0.9861252224632016
183,5.024440670280105,0.9860801302318207
184,5.024217648113331,0.9860363606380114
185,5.0240008939755985,0.9859938211868784
186,5.023776471067216,0.9859497766881476
187,5.0235634571569605,0.9859079712817055
188,5.023347988575765,0.9858656841296523
189,5.02312377562949,0.9858216808373913
190,5.022905137235147,0.9857787715882798
191,5.022680006202479,0.9857345881154156
192,5.0224695748162524,0.9856932895466092
193,5.022253718551029,0.9856509263089693
194,5.022031464123395,0.9856073073891077
195,5.021820485288723,0.9855659013798777
196,5.021612130283908,0.9855250103148289
197,5.021384002950068,0.9854802387977936
198,5.021166187428517,0.9854374910429782
199,5.020957796635978,0.9853965929543488
200,5.020747288003247,0.9853552792253987
201,5.020534374729237,0.9853134935694935
202,5.020312625530579,0.9852699738042021
203,5.0201108058324735,0.9852303653368619
204,5.0198920121184045,0.985187425605214
205,5.019684592206719,0.9851467180584541
206,5.019470175950209,0.9851046374321679
207,5.01926328583351,0.9850640338612222
208,5.019049618175447,0.9850221001523946
209,5.0188401472598585,0.9849809900823833
210,5.018643531088395,0.9849424028419945
211,5.018426690257491,0.9848998463767462
212,5.018222307829449,0.9848597349564934
213,5.01800960674767,0.9848179909447348
214,5.017804532796886,0.9847777438085127
215,5.017599513600616,0.9847375074182307
216,5.017391993887171,0.9846967802847072
217,5.017191610890587,0.9846574537796624
218,5.01697652483096,0.9846152417000287
219,5.016773787124835,0.9845754530674669
220,5.016571576452803,0.9845357678688752
221,5.0163649811487225,0.9844952221568803
222,5.0161609571017,0.9844551810713027
223,5.015958277570709,0.9844154038560005
224,5.0157510044826354,0.9843747251243578
225,5.015553344233817,0.9843359329767961
226,5.015353221424277,0.984296657535201
227,5.015150285000355,0.9842568299029406
228,5.014939504609532,0.9842154628396449
229,5.014746362288841,0.9841775573657349
